year_month,location,date,irradiance,temp_c
2022-07,Hualien,2022-07-16 00:00:00,6.657625806451613,29.600967741935484
2022-07,Kaohsiung,2022-07-16 00:00:00,6.176354838709678,29.903870967741934
2022-07,Miaoli,2022-07-16 00:00:00,6.664,28.021612903225805
2022-07,Pingtung,2022-07-16 00:00:00,6.176354838709678,28.65290322580645
2022-07,Taichung,2022-07-16 00:00:00,6.664,28.239677419354837
2022-07,Tainan,2022-07-16 00:00:00,5.92321935483871,29.861612903225808
2022-07,Taipei,2022-07-16 00:00:00,6.833538709677419,28.179354838709678
2022-07,Taitung,2022-07-16 00:00:00,6.816454838709678,27.01225806451613
2022-07,Taoyuan,2022-07-16 00:00:00,6.0889483870967736,28.179354838709678
2022-07,Yunlin,2022-07-16 00:00:00,5.92321935483871,25.881612903225808
2022-08,Changhua,2022-08-16 00:00:00,6.213874193548387,28.39258064516129
2022-08,Chiayi,2022-08-16 00:00:00,5.531564516129032,25.73709677419355
2022-08,Hsinchu,2022-08-16 00:00:00,6.213874193548387,28.338709677419356
2022-08,Hualien,2022-08-16 00:00:00,6.041570967741936,29.506451612903227
2022-08,Kaohsiung,2022-08-16 00:00:00,5.796416129032258,29.786451612903225
2022-08,Miaoli,2022-08-16 00:00:00,6.213874193548387,28.24290322580645
2022-08,Pingtung,2022-08-16 00:00:00,5.796416129032258,28.37258064516129
2022-08,Taichung,2022-08-16 00:00:00,6.213874193548387,28.39258064516129
2022-08,Tainan,2022-08-16 00:00:00,5.531564516129032,29.743225806451612
2022-08,Taipei,2022-08-16 00:00:00,6.449990322580645,28.338709677419356
2022-08,Taitung,2022-08-16 00:00:00,6.219577419354839,26.167096774193546
2022-08,Taoyuan,2022-08-16 00:00:00,5.556838709677419,28.338709677419356
2022-08,Yunlin,2022-08-16 00:00:00,5.531564516129032,25.73709677419355
